פרטי ניירות ערך - מניות,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 19/05/2024,,,,,,,,,,,,,,,,,,,,,,
מס' ני''ע,ISIN,שם (עברית),שם (אנגלית),סימול (עברית),סימול (אנגלית),"סוג ני""ע (עברית)","סוג ני""ע (אנגלית)",ענף על חברה (עברית),ענף על חברה (אנגלית),ענף חברה (עברית),ענף חברה (אנגלית),תת ענף חברה (עברית),תת ענף חברה (אנגלית),נכלל במדדים (עברית),נכלל במדדים (אנגלית),מספר תאגיד,מספר מנפיק,שם חברה מנפיקה (עברית),שם חברה מנפיקה (אנגלית),מקום התאגדות (עברית),מקום התאגדות (אנגלית),Email
473017,IL0004730177,לוזון קבוצה,LUZON GROUP,לוזנ,LUZN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Construction",520039660,473,לוזון קבוצה,LUZON GROUP,ישראל,Israel,office@luzongroup.co.il
200014,IL0002000144,לוינסקי עופר,LEVINSKI OFER,ליעפ,LEOF,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Construction",520036005,200,לוינסקי עופר,LEVINSKI OFER,ישראל,Israel,jonathan@lbt.co.il
573014,IL0005730143,לוינשטין הנדסה,LEVINSTEIN ENG,לשטן,LEVI,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Construction",520033424,573,לוינשטין הנדסה,LEVINSTEIN ENG,ישראל,Israel,ylotan@levinstein.co.il
1119080,IL0011190803,לוינשטין נכסים,LEVINSTEIN PROP,לשנכ,LVPR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-מניב ישראל","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Investment Properties in Israel",511134298,1536,לוינשטין נכסים,LEVINSTEIN PROP,ישראל,Israel,ylotan@levinstein.co.il
584011,IL0005840116,ליבנטל,LIBENTAL,לבטל,LBTL,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Construction",520032947,584,ליבנטל,LIBENTAL,ישראל,Israel,jonathan@lbt.co.il
1176981,IL0011769812,ליברה,LIBRA,לברה,LBRA,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-ביטוח","TA-Finance Index ,TA-Maala Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Insurance",515761625,1926,ליברה,LIBRA,ישראל,Israel,tzahit@lbr.co.il
1123017,US5381461012,לייבפרסון,LIVEPERSON,לפסן,LPSN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-דואליות","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Dual listing",,1579,לייבפרסון,LIVEPERSON,ארה''ב - דלאוור,USA - Delaware,ilinvestors@liveperson.com
1136365,US53566P1093,ליניאג תרפיוטיק,LINEAGE THERAP,לינג,LCTX,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,"ת''א-SME60 ,מדד ת''א-ביומד ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה ,ת''א-דואליות","TA-SME60 ,TA-Biomed Index ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-Industrials ,TA-Dual listing",,1651,ליניאג תרפיוטיק,LINEAGE THERAP,ארה''ב,USA,info@biotimeinc.com
826016,IL0008260163,לכיש,LACHISH,לכיש,LHIS,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,,,520033317,826,לכיש,LACHISH,ישראל,Israel,gershon@lachish.com
1140946,IL0011409468,לסיכו,LESICO,לסכו,LSCO,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Construction",510512056,1680,לסיכו,LESICO,ישראל,Israel,lesico@lesico.com
1091248,IL0010912488,לפידות חלץ יהש,LAPIDOT HEL PU,לפחל,LPHL,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550217129,1216,לפידות חלץ יהש,LAPIDOTH HELETZ,ישראל,Israel,lapidoth@lapidoth.co.il
642017,IL0006420173,לפידות קפיטל,LAPIDOTH   CAP.,לפדת,LAPD,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150",520022971,642,לפידות קפיטל,LAPIDOTH CAP.,ישראל,Israel,lapidoth@lapidoth.co.il
1172972,IL0011729725,מאסיבית,MASSIVIT,מסבת,MSVT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Industrials",514919810,1864,מאסיבית,MASSIVIT,ישראל,Israel,erez@massivit.com
127019,IL0001270193,מבטח שמיר,MIVTACH SHAMIR,מבשמ,MISH,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-SME60 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-SME60 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family",520034125,127,מבטח שמיר,MIVTACH SHAMIR,ישראל,Israel,limor@msgroup.co.il
226019,IL0002260193,מבנה,MIVNE,מבנה,MVNE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-35 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520024126,226,מבנה,MIVNE,ישראל,Israel,info@mivnegroup.co.il
1081165,IL0010811656,מגדל ביטוח,MIGDAL INSUR.,מגדל,MGDL,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-ביטוח","TA-90 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Insurance",520029984,1041,מגדל ביטוח,MIGDAL INSUR.,ישראל,Israel,migdalhold@migdal.co.il
1131523,IL0011315236,מגדלי תיכון,MEDITR TOWER,מגתכ,MDTR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel ,TA-125 Fossil Free",512719485,1614,מגדלי ים תיכון,MEDI TOWER,ישראל,Israel,info@meditowers.co.il
1104488,IL0011044885,מגה אור,MEGA OR,מגאר,MGOR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-Investment Properties in Israel ,TA-125 Fossil Free",513257873,1450,מגה אור,MEGA OR,ישראל,Israel,megaor@megaor.co.il
1139195,IL0011391955,מגוריט,MGURIT,מריט,MGRT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel,office@megureit.co.il
1082312,IL0010823123,מג'יק,MAGIC,מגיק,MGIC,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-90 ,TA-125 ,Tel-Div Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Dual listing",520036740,2026,מג'יק,MAGIC,ישראל,Israel,aberenstein@magicsoftware.com
1139955,CY0100361019,מדיפאואר,MEDIPOWER 0.1$,מדפר,MDPR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-מניב חו''ל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Investment Properties Abroad",,1433,מדיפאואר,MEDIPOWER,קפריסין,Cyprus,ron@medipowergroup.com
1182898,IL0011828980,מדיפרס יהש,MEDIPRSS PU,מפרס,MPRS,יחידת השתתפות,Participating unit,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,540305380,1983,מדיפרס בריאות,MEDIPRESS HEALT,ישראל,Israel,joseph.press290@gmail.com
686014,IL0006860147,מהדרין,MEHADRIN,מהדרן,MEDN,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מזון,Food,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials",520018482,686,מהדרין,MEHADRIN,ישראל,Israel,amaliao@mehadrin.co.il
345017,IL0003450173,מודיעין   יהש,MODIIN     PU,מדע,MDIN,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-צמיחה ,ת''א All-Share ,מדד ת''א-נפט וגז","TA-Growth ,TA-AllShare ,TA Oil & Gas Index",550012405,345,מודיעין יהש,MODIIN,ישראל,Israel,office@modiin-energy.com
1171669,IL0011716698,מולטי ריטייל,MULTI RETAIL,מרג,MRG,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,,,515546224,1738,מולטי ריטייל,MULTI RETAIL,ישראל,Israel,galitf@ace.co.il
1184381,IL0011843815,מור גמל פנסיה,MORE PENSION,מרגפ,MPP,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150",514956465,2358,מור גמל פנסיה,MORE PENSION,ישראל,Israel,ir-more@more.co.il
1141464,IL0011414641,מור השקעות,MORE INVEST,מרהש,MRIN,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA-Family",513834606,1692,מור השקעות,MORE INVEST.,ישראל,Israel,ir-more@more.co.il
695437,IL0006954379,מזרחי טפחות,MIZRAHI TEFAHOT,מזטפ,MZTF,מניה רגילה,Ordinary Share,פיננסי,Finance,בנקים,Banks,בנקים,Banks,"ת''א-35 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א בנקים-5 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,TA-Banks5 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free",520000522,695,מזרחי טפחות,MIZRAHI TEFAHOT,ישראל,Israel,management@umtb.co.il
716019,IL0007160190,מטעי הדר 1,CITRUS PLANT1,מטעי1,CTPL1,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520022369,716,מטעי הדר,CITRUS PLA,ישראל,Israel,dorit@benezer.co.il
716035,IL0007160356,מטעי הדר 5,CITRUS PLANT 5,מטעי5,CTPL5,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520022369,716,מטעי הדר,CITRUS PLA,ישראל,Israel,dorit@benezer.co.il
1176791,IL0011767915,מטריסלף,MATRICELF,מטלפ,MTLF,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare",516016037,1902,מטריסלף,MATRICELF,ישראל,Israel,info@matricelf.com
445015,IL0004450156,מטריקס,MATRIX,מטרקס,MTRX,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520039413,445,מטריקס,MATRIX,ישראל,Israel,yifatg@matrix.co.il
544015,IL0005440156,מידאס,MYDAS,מדאס,MYDS,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520039496,544,מידאס השקעות,MYDAS INVEST,ישראל,Israel,shelly@mydas.co.il
494013,IL0004940131,מיה דיינמיקס,MIA DYNAMICS,מיה,MIA,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,,,520039900,494,מיה דיינמיקס,MIA DYNAMICS,ישראל,Israel,info@miadynamics.com
507012,IL0005070128,מיחשוב ישר קב,COMPUTER DIRECT,מחשר,CMDR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite",520040007,507,מיחשוב ישיר קב,COMPUTER DIR GR,ישראל,Israel,dinaa.amir@gmail.com
1081843,IL0010818438,מיטב השקעות,MEITAV INVEST,מיטב,MTAV,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA-Family",520043795,1064,מיטב בית השקעות,MEITAV INVEST,ישראל,Israel,liat.david@meitavdash.co.il
1203181,IL0012031816,מיטב טרייד,MEITAV TRA,מטרה,MTRD,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",516854239,2428,מיטב טרייד,MEITAV TRADE,ישראל,Israel,jonathan.mudrik@meitav.co.il
1091065,IL0010910656,מיטרוניקס,MAYTRONICS,מטרן,MTRN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free",511527202,1212,מיטרוניקס,MAYTRONICS,ישראל,Israel,menima@maytronics.com
1172337,IL0011723371,מיכמן,MICHMAN,מכמן,MCMN,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus",515185999,1853,מיכמן,MICHMAN,ישראל,Israel,office@michman.co.il
1167501,IL0011675019,מילניום פוד יהש,MILLENNIUM F PU,מיפט,MIFT,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,540288149,1806,מילניום פוד-טק,MILLENNIUM FDTC,ישראל,Israel,contact@5555.co.il
1168186,IL0011681868,מימון ישיר,DIRECT FINANCE,מישק,DIFI,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד תל-דיב ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-Finance Index ,Tel-Div Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",513893123,1675,מימון ישיר קב,DIRECT FINANCE,ישראל,Israel,uriben-or.ir@micronet-inc.com
1099787,IL0010997877,מיקרונט,MICRONET,מקרנט,MCRNT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ציוד תקשורת,Communications Equipment,,,510930787,1370,מיקרונט,MICRONET,ישראל,Israel,office@mirland-development.com
1108638,CY0106902113,מירלנד-ש,MIRLAND-M,מרלד-ס,MLD-M,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,,1502,מירלנד-ש,MIRLAND-M,קפריסין,Cyprus,office@mishorim.com
1105196,IL0011051963,מישורים,MISHORIM,מישר,MSHR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-מניב חו''ל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Investment Properties Abroad",511491839,1467,מישורים,MISHORIM,ישראל,Israel,talf@michlol-fin.co.il
1179753,IL0011797532,מכלול מימון,MICHLOL FIN,מכלל,MCLL,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus",515763845,1944,מכלול מימון,MICHLOL FINANCE,ישראל,Israel,info@melisron.co.il
323014,IL0003230146,מליסרון,MELISRON,מלסרן,MLSR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-35 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520037789,323,מליסרון,MELISRON,ישראל,Israel,toker@malamteam.com
156018,IL0001560189,מלם תים,MALAM TEAM,מלתם,MLTM,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-90 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-125 Fossil Free",520034620,156,מלם תים,MALAM TEAM,ישראל,Israel,office@mlrn.co.il
1170950,IL0011709503,מלרן,MLRN,מלרן,MLRN,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,514097591,1787,מלרן פרוייקטים,M.L.R.N,ישראל,Israel,adike@mendelson.co.il
1129444,IL0011294449,מנדלסוןתשת,MENDELSON    IF,מנתש,MNIN,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",513660373,1247,מנדלסון תשתיות,MENDELSON INFR,ישראל,Israel,shimoni@menora.co.il
566018,IL0005660183,מנורה מב החז,MENORA MIV HLD,ממהח,MMHD,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-ביטוח","TA-90 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Insurance",520007469,566,מנורה מב החזקות,MENORA MIV HOLD,ישראל,Israel,office@menivim-reit.co.il
1140573,IL0011405730,מניבים ריט,MENIVIM REIT,מנרט,MNRT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel ,TA-125 Fossil Free",515327120,1679,מניבים ריט,MENIVIM REIT,ישראל,Israel,maor@menif.co.il
